ANAL_CODE,KEYWORD_GUBUN,SITE_GUBUN,RLT_VALUE_01,RLT_VALUE_02,RLT_VALUE_03,RLT_VALUE_04,RLT_VALUE_05,RLT_VALUE_06,RLT_VALUE_07,RLT_VALUE_08,RLT_VALUE_09,RLT_VALUE_10
ANAL-211104-0230,1,0,우드와 화이트 조합이 예술인 모노플랫 또 사러 왔습니다코로나로 마스크 쓸 일이 많아졌는데 마스크를 포장 그대로 두자니 미관상  위생적으로 안좋아보여서 구매했습니다,잘쓰는중이예요,좋아요,너무 좋은데요,마스크 보관이 편리하고 열지 않고 꺼내쓸 수 있어서 좋습니다,,,,,
ANAL-211104-0230,0,1,너무,마스크,깔끔,박스,,3.78,2.07,1.06,1.0,
ANAL-211104-0230,1,1,깔끔해서좋아요늘 피아노 상단에 마스크 박스들을 뒀는데 아무래도 벌크제품이다,마스크보관하는건데 어떻게이런상품을확인도없이걍포장해서팔면그만입니까겉에뭐가묻었다면닦아서라도쓰겠지만 마스크를담고덮는뚜껑인데이러면본인은쓰시겠어요,마스크도넉넉하게잘들어가고빼서쓰기도편하네요현관 입구에 마스크 디스펜서 있었으면 좋겠다 싶어서 구매해봤는데 아주 좋네요,,,,,,,
ANAL-211104-0033,0,0,식탁,,,,,1.74,,,,
ANAL-211104-0033,1,0,식탁을 끌 일은 별로 없지만 장판에 자국이 남지 않도록 구매했습니다,원하는 모양대로 잘라 붙일 수 있어서 좋은거 같아요,식탁 의자 움직일때 소리가 너무 커서 구매했는데 사이즈도 잘 맞고 높이도 조절되서 좋네요,매우 만족합니다,,,,,,
ANAL-211104-0033,0,1,너무,아주,좋아요,가격대비,의자,2.69,2.65,2.52,2.41,1.97
ANAL-211104-0033,1,1,원하는대로 짤라쓸수잇어 좋습니다,식탁의자 뺄때마다 드륵소리나사 아랫집 엄청 신경쓰이다라구요,의자끌림이없어져서좋네요,성질나서급하게 주문해서 아침에 붙이고나니 후련합니다역시 빠른 배송은 쿠팡덕분에 성질 나빠질 듯 해요바로바로 보내주니 다른 느린배송을 참아주지 못하니 말이죠,양이 엄청나네요,,,,,
ANAL-211104-0067,0,0,아이가,아기가,좋아요,너무,애가,5.08,3.67,2.69,1.98,1.68
ANAL-211104-0067,1,0,애가 싫어하네요,좋아요,좋아욥 좋아요,그 칫솔 끼우는 부분이 쉽게 부서지는거 같아요,칫솔모가 부드러워서 넘 빨리 망가지지만 간질간질해서 아기가 재미있어 하네요,,,,,
ANAL-211104-0067,0,1,건전지,칫솔,너무,양치,아이,7.16,6.93,6.02,5.68,5.31
ANAL-211104-0067,1,1,모가 넘 억세요,애기는좋아해서다행이네요생각했던 진동의 칫솔은 아니라서 저는 실망했는데욬딸은 불들어오고 웅웅거리는거에 좋아하더라구요엄청 치카치카 하자면 싫어하고 도망가는아기인데스스로 잡고 하네요,저는 칫솔 모가 움직이는게 좋을줄 알았는데 이 진동으로도 충분히 치아를 깨끗하게 해줄수있을것같아요진동이 끝날때까지 치카치카 해주면 돼서 따로 시간체크 할 필요가 없어서 편해요한가지 단점은 건전지 넣을때 나사를 열고 건전지 넣고 다시 나사를 조여야 한다는점이 사실 조금 불편하네요캡부분 떼고 써도 될지 몰라서 일단은 그냥 나사 조이면서 쓰고 있는데 어른용은 건전지 캡 부분이 없더라구요건전지 캡부분 그냥 버리고 써도 될까요칫솔모가 굉장히 잘 벌어져요전동칫솔 사실때 리핑용 같이 구매하시는게 좋을것같아요,16개월아기칫솔이가 나기 시작하는데 양치를 할 생각을 안해서 구입했어요그런데 역시나 싫어해요,27월아이쓰려고샀어요처음에는 칫솔모가 너무 작은거아닌가했는데아이 치아도 작고어금니 안쪽바깥쪽닦기에 너무 안성맞춤한번누름 불나오고 2번누름 진동오는데생각보다 본체진동이쎈듯해서 칫솔에 손대보니칫솔은 약해요,,,,,
ANAL-211104-0212,0,0,튼튼하고,수납,공간,사이,사용,3.65,2.37,1.65,0.58,0.49
ANAL-211104-0212,1,0,품절이라 좀 기다렸는데 생각보다 빨리 배송 받았네요,주방에 올려놓고 쓰는데 이것저것 놓고 사용하기 좋아욯 가격대비 우수한 좋은 제품 감사합니다,서랍장 위 공간 활용하려고 구매했는데 깔끔하고 튼튼해요,약간 흠이 있는 상품이 와서 별 하나 차감 합니다,원룸이라 수납 공간이나 공간 활용을 잘 해야하는데 마침 인덕션 사이즈랑 넓이가 딱 맞는거에요,,,,,
ANAL-211104-0212,0,1,좋네,,,,,1.0,,,,
ANAL-211104-0212,1,1,너무 예쁘고 좋네요,정리할때좋아요양념이랑 컵 정리하니까 좋네용 근데 장 칸이 좀 작아서 위엔 작은것들 올려놔야해요,,,,,,,,
ANAL-211104-0061,1,1,잘못시켰어요가구보다 더튀어나와서 애기가 다잡아뜯음 뜯기좋아요,흠투명보호대인데  붙이는 테잎이 흰색이라붙일때 별거 아닌데 신경 쓰였던거 외엔괜찮습니다,스티커도 전혀 안붙고 붙인곳 만 너무  툭  튀어나와서 외관상 보기도 안좋고 그냥  자 사서 붙이는 게 훨 나을듯,쓸만함,신중하세여이 상품은 코너가 튀어나와요 음 그러니까 책상코너와 딱 맞는게 아니고 중간에 쿠션공간이 있어서 약 035센치정도 밖으로 튀어나와요 그래서 저는 효율적이지 않은것 같아요  혹시 걸라면 접착을 해도 덜어질것 같아요,,,,,
ANAL-211104-0069,0,0,칫솔,아이가,좋아요,좋네요,아기가,4.05,3.4,2.31,1.79,1.77
ANAL-211104-0069,1,0,아기가 처음에 관심보여서 잘 닦더니일주일만에 외면당하고 있네요손에 크레파스 묻은채로 닦았다가 칫솔손잡이에 물 든어서 안지워져요,20개월 아이에게 칫솔모가 좀 작아요,적응하느라 시간이 좀 걸렸는데 처음에는 진동이 생소했는지 불빛만 나오게해서 하더니 이제는 버튼을 눌러 진동이 생기는걸 확인하고 스스로 물고있더라구요,진동은 아직 무서워해서 더 써봐야할거 같아요,재구매잘 사용하고 있어요,,,,,
ANAL-211104-0069,0,1,아이가,칫솔,너무,리필,0단계,2.9,2.51,2.09,2.07,1.96
ANAL-211104-0069,1,1,17개월아기칫솔이 닦으려면 입을 앙 다문 아들 이닦기기 힘들어 투투스 전동칫솔 구매 써보니까 아이가 나름 입 잘 벌려줘서 전보다 양치가 훨 수월해졌음,좋아요잘쓰고 있어요,첫 진동칫솔인데 그냥 꾸준히 칫솔모 리필해서 쓰려고 함리필모 다쓸때쯤 아이가 스스로 이닦기를 바라며,아직 양치를 잘하진 못하구 맨날 물어뜯어서 하나를 3일만 쓰면 솔이 다 벌어져 버리지만 일반칫솔보단 훨씬 편한거 같아옷,포장은 비닐팩에 담아왔는대 다른물건에 치여서그런지 비닐포장이 뜯겨져왔어요,,,,,
ANAL-211104-0235,0,0,너무,정말,생각보다,구매,좋네요,3.53,3.21,1.71,1.51,1.4
ANAL-211104-0235,1,0,아이방에 깔아줬는데 크기도 크고 두꺼워요,재구매잘받았습니다,처음에는 디자인이쁘고  시공이 편한거로 해서 구매했는데 막상 사용해보니까 정말 놀랐습니다시공 다 하고 뿌듯하게 시원한 아메리카노 땡기고 있었는데      실수로 흘려 버린거에요,전에 쓰던거는 아이가 심하게 뛰면 매트가 밀려서 계속 정리해야했는데 바닥을 보니 엠보싱처럼 쫀득쫀득한게 하나도 안밀리네요너무 좋습니다,두꺼우니까 맨발로 다녀도 푹신푹신하고 너무 좋습니다,,,,,
ANAL-211104-0235,0,1,매트,구매,쿠팡체험단,너무,아기가,7.28,4.92,4.11,4.01,3.64
ANAL-211104-0235,1,1,다만 퍼즐 테두리 부분이 다른 퍼즐매트와 조립할때 와꾸가 좀 안맞는 부분이 있는데첨부한 사진처럼 칼로 모서리 부분을 조금 짤라내면 딱 맞게 떨어집니다,너무너무강추드리는 제품이에용 쿠팡체험단 이벤트로 상품을 무료로 제공 받아 작성한 구매 후기입니다,쿠팡체험단 이벤트로 상품을 무료로 제공 받아 작성한 구매 후기입니다,아기 있는 집에 매트는 기본이죠폴더 매트 여기저기 깔고 지내는데 부엌쪽으로 좀 더 깔아두면 좋을 것 같아서 선택했어요생각보다 크기가 훨씬 커서 놀랐어요4장을 이어서 깔아봤더니 거의 폴더매트 제일 큰 사이즈만큼 하더라구요우선 좋은점은 원하는 곳에 딱 맞게 잘라서 쓸 수 있다는 점이네요그냥 작은 커터칼로 쓱쓱 잘 자를 수 있어서 평소에 눈에 거슬리던 가구랑 매트 사이에 넣었어요3장은 그대로 깔아서 놓고 1장은 원하는 크기대로 자른 후에 여기저기 썼어요다만 당연한 거지만 퍼즐을 맞추지 않고 그냥 깔면 아기가 조금만 움직여도 흐트러지네요,굳굳 쿠팡체험단 이벤트로 상품을 무료로 제공 받아 작성한 구매 후기입니다,,,,,
ANAL-211104-0034,0,1,가구,,,,,1.0,,,,
ANAL-211104-0034,1,1,조잡한접착제먼지 안묻고 미끌미끌한건 최고입니다만 접착부분이 너무 허접하네요,이런걸 돈받고 파는겁니까 허접하기 그지없네요,움직이지않는 가구에 붙이시는게 적당할듯,식탁의자 밑에 붙였는데 훨씬 부드럽게 잘움직여지네요,,,,,,
ANAL-211104-0041,0,0,좋아,좋네,,,,1.1,0.81,,,
ANAL-211104-0041,1,0,빠른배송좋아요,문 앞뒤로 장착했는데 차가운문 손잡이가 아니라 좋네요,아주 깔끔하네요,좋아요,배송도빠르고좋구요가격이좀저렴했으면많이구매했을텐대두개에택배비까지ㅡㅡ좀비싸구요ㅡㅡ두개나더구매할껄ㅡㅡ끼워보고할려고주문않했드니ㅠ아쉽네요끼우는게좀불편한거빼곤롤모양이라이쁘고잡기편해서좋습니다,,,,,
ANAL-211104-0041,0,1,손잡이에,냄새,사용,좋아,,2.36,1.16,0.48,0.42,
ANAL-211104-0041,1,1,이거손잡이에하고 문열고나면 손꼭씻고아기만져야할듯요 환불하고프나 두개세트인데 하나뜯어서 그냥 버려야겠네요,부드럽고 손잡이에서 잘 빠지지 않고 색상도 연노란색이 예쁘네요,사진보다는 약간 두툼하네요,진짜어이가없네요리뷰보니 포장 잘 되있더니 제껀 누가 사용한걸 보냈나요진짜 여기다 욕하고 싶은데 참습니다시간도 없어서 반품도 안하고 포장서비스가 정말 꽝이네요,문 안쪽에 씌워놓으니 벽에 부딪히는 소리가 안나서넘 좋습니다,,,,,
ANAL-211104-0167,0,0,깔끔하고,이뻐,화장실,,,1.81,1.22,0.59,,
ANAL-211104-0167,1,0,저희집 화장실하고 잘어울리네요,,,,,,,,,
ANAL-211104-0167,1,1,딱맞네요원하던제품굿굿굿,하나가부러져서왔네요,,,,,,,,
ANAL-211104-0049,0,0,좋아요,재구매,아기가,좋네요,모서리,123.97,42.94,31.41,25.67,24.18
ANAL-211104-0049,1,0,좋아요,재구매좋아요,좋네요,아기가 비x쥬를 잘가지고노는데 아무래도원목특성상 잘만들었다고해도 계속 박고 부딪혀서 상처나서 속상하더라고요아주만족스러워요,만족합니다,,,,,
ANAL-211104-0049,0,1,좋아요,아기가,모서리,너무,붙이,17.67,15.44,15.17,14.37,11.0
ANAL-211104-0049,1,1,필수품이네요이거 안붙였으면 이마가 몇번은 까지고 다쳤을듯침대에도 좌악 붙이고 집모서리에도 붙이고 전면책장테두리도 붙었어요단 말굽형태수준의 곡선에는 안붙어있고 떨어져 올라오네요,저만 그런가요후기사진들은 모두 금손이신가봐요부러워요제가 붙인건 지렁이 기어가요꾸불꾸불울아가가 씹고 빨고 뜯을까봐 걱정했는데 다행이도 요건 관심이 없어요한롤쓰고 세롤 남았어요슬슬 위험지역이 나타나겠지요,아이가 다칠까봐 온집안 모서리에 다 붙었네요,좋아요,넘나 필요한 이것 투명 실리콘 모서리용 쓰다가 이걸 만나니 신세계 여기 저기 쾅쾅 부딪히고 쓸키고 다칠 위험있는곳에는 쫘악 아낌없이 붙이고 또 붙이고 애가 떼어내면 또 붙이고내맘대로 잘라 쓰니 너무 편리하네요,,,,,
ANAL-211104-0090,0,0,깔끔하게,전선,만족,주문했,,1.74,1.44,1.37,1.3,
ANAL-211104-0090,1,0,만족만족,만족합니다,식탁등설치하면서 전선을 끌어와야해서 주문했는데 마음에 들어요,천장에 식탁등달면서 선을 끌어와야해서 주문했어요,TV케이블  전원선  인터텟선 등 콘센트에서 끌어 오느라 선들이 너저분했는데 전선 보호관으로 이쁘게 마감 잘 했어요,,,,,
ANAL-211104-0296,1,1,붙히는뒤에있는양면테이프접착력이엄청약해서바로상품 뒤에 붙어있는 양면테이프 접착력이 엄청 약해서 금방 떨어져요,,,,,,,,,
ANAL-211104-0050,0,0,좋아요,아기가,재구매,좋네요,모서리,109.22,30.9,27.8,27.11,22.84
ANAL-211104-0050,1,0,잘떨어지네요,재구매무난하게 잘 쓰고 있어요,재구매푹신해서 좋아요,아기가 잡아당기니 양면테입도 떨어져요,감사합니다,,,,,
ANAL-211104-0050,0,1,좋아요,아기가,모서리,너무,자꾸,32.02,22.29,19.16,18.17,14.53
ANAL-211104-0050,1,1,양면테이프도 들어있고  아주 안전해져서 마음이 편해요,테이프에서냄새가나지만폭신한게좋아여샵링크에서 통해서 구입했어요,왜떨어질까요푹신하고좋은데다른거 쓸땐 한번도 떨어진적이없는데이건 어디붙이면잘떨어져요,아가에겐아가드생각보다 많이두껍네요아가드꺼 첨에 블랙 구매해보고 폭신폭신해서 다시 재구매를한건데 고급형이라고 해서 사봣어요,아직은 관심 안가져서  뜯기전이라 멀쩡히 붙어있어요각진 커버형보단 여기저기 활용도 있고 저렴한 편이라긴것으로 구입했어요일주일후  한번에 쑥 뜯어버리네요3엠 다른테이프로 붙이니까 잘 안떨어지네요같이 나오는 테이프는 얇아서 별로에요,,,,,
ANAL-211104-0285,0,0,좋아요,너무,아직,저렴하게,아기,8.32,8.2,4.75,4.06,3.36
ANAL-211104-0285,1,0,흡착식으로 식기가 잘 붙어 사용하기 편리하고 디자인이 예쁩니다,색도예쁘고 잘쓸거같아요배송도 빨라요,생각보다 큼직하네요,좋을것같은 아쉽네요,제가 여러 실리콘 아기 흡착 식판 식기 다 사봤는데 아기가 만지면 움직이던데이건 정말 흔들림없고 좋아요엄마의 모든 생각이 다 담긴 제품이네요,,,,,
ANAL-211104-0147,0,0,너무,이유식,좋아요,하이체어,아기,16.18,13.38,7.82,7.27,6.84
ANAL-211104-0147,1,0,아기 이유식때 쓰다가 동생 물려줬는데  둘째 쓰려고 다시 구매했네요,튼튼하고 높이 조절도 되서 만족합니다,맨날 누워있는걸 싫어해서 안아주기만 했는데 의자 사고 앉히면 시야가 높고 넓어져서 그런지 확실히 덜 울어요제품 자체도 만족스럽습니다,직접 사용하고있는데 아주 좋아서 아는 동생네 선물로 보냈어요마음에 들어하네요,계속 휴대용부스터에 앉혀 먹였는데 오늘 아침에 바로 아가드 슬라이드에 앉혀 먹이는데 아가도 안정적이고 우리도 넘편하게 이유식 줬네요아주 대만족입니다,,,,,
ANAL-211104-0147,0,1,너무,좋아요,이유식,아기,의자,13.95,10.16,8.36,8.33,6.12
ANAL-211104-0147,1,1,저희 둘째는 7개월이라 이젠 추달린스쿠류 해서 분유 먹는지라 바운서에서 먹였는데 이게 더 편해요 등받이 조절되서 가격도 저렴하게 잘 샀고 배송도 제주돈데 잘왔어요,근데 요즘 이유식 먹을때 애기들이 스스로 먹으려고 해서 난리가 나는데 틈이 좀 있어서 청소하기 힘들어요,밥먹을동안 앉혀놓으면 울지않고 잘 있어요식판도 뒤에 다리에 놓을수 있고 쿠션감도 있고 부드럽게 잘 끌리고펴는것도 쉽고 너무 편리해요,진작 구매할걸 왜 이제 구매를 했는지저처럼 고민하시는 엄마들 고민하지마세요,쿠팡이 제일 저렴했어요,,,,,
ANAL-211104-0256,0,0,좋아요,매트,좋네요,아직,배송,12.45,5.77,5.44,4.35,3.73
ANAL-211104-0256,1,0,좋아요,잘쓰고있어요,깔끔하네요,괜찮아요,깔끔한게 좋습니다,,,,,
ANAL-211104-0256,0,1,좋아요,,,,,1.11,,,,
ANAL-211104-0256,1,1,롤매트용으로강추해요깔끔하고 좋아요,마음에듭니다좋습니다잘쓰겠습니다감사합니다포장꼼꼼마음에 듭니다,테이프를 바꾸는과정에서 찐득거림도 없고 좋아요,,,,,,,
ANAL-211104-0103,0,0,좋습니다,좋아요,아주,만족합니다,조아,1.78,1.7,1.31,0.96,0.79
ANAL-211104-0103,1,0,좋아요,잘감아주면 튼튼하게 고정되고 마감도 깔끔합니다,충전기 선을 물어뜯기 좋아해서 고 좋아요,조아요,빠른배송감사합니다,,,,,
ANAL-211104-0103,0,1,전선,정리,너무,좋아요,샀는데,11.75,5.92,4.64,4.07,3.68
ANAL-211104-0103,1,1,전선들을 정리하려고 샀어요좋아요,일단 정리하면 깔끔하고 청소할 때 걸리적거리지 않아서 좋아요재질이 조금 더 단단해도 좋을 것 같아요,전선 물어 뜯는 버릇은 없지만 그래도 혹시나 싶어 감았는데 강철처럼 전선을 지키지는 못하겠지만 그래도 겉에 하나 두르고 있다고 생각하니 조금은 안심이 되더라구요,배송 빠르고 좋아요,집 이사후에 정리가안되서 정리를 위해 구매햇습니다,,,,,
ANAL-211104-0293,1,1,싸게막쓰기좋아요솔직히 접착력이 너무 약해서 500g이 아니라 절반정도밖에 안되는 것 같네요 재구매의사는 없습니다,,,,,,,,,
ANAL-211104-0262,0,1,너무,방충망,좋아요,편해요,붙이,2.44,2.17,1.86,1.47,1.2
ANAL-211104-0262,1,1,좋아요다만 끈끈이 부분이 조금더 끈끈했음,좋아요,너무 좋습니다,작은 구멍 났었는데 붙이니 감쪽같네요,좋아요좋아요,,,,,
ANAL-211104-0084,0,0,좋아요,아기가,콘센트,배송,아주,8.18,3.91,2.15,1.46,1.41
ANAL-211104-0084,1,0,깔끔합니다아이가 손 넣을까봐 구매했어요깔끔하게 좋아요만족합니다좋아요좋어요좋습니다,좋아요,아기가자꾸 콘센트 구멍 만지고 물건 넣구해서 불안해서 샀아요,아기가 뺄수 있는 정도는 아니여서 쓸만하긴 해요,아기가 저지래를 하기 시작해서 샀어요,,,,,
ANAL-211104-0084,0,1,좋아요,콘센트,아기가,너무,쉽게,6.46,5.63,5.52,4.75,3.27
ANAL-211104-0084,1,1,잘 빠지는 수준이 아니라 그냥 떨어집니다,싸게 구입 잘했어요,생각보다 꽤 쓸만하다단 잊어먹기가 쉬울것은 같다,뜯어서 환불도 못하고 끼워도 계속 저절로 빠져있고 이걸 어떻게 써요이런물건 팔지 마세요짜증나서 진짜,근데 비단 이 제품만 그런건아닌것 같고 대체로 다 그렇게 나오는것 같아요이 부분만 조금 개선된다면 더할나위 없겠읍니다,,,,,
ANAL-211104-0073,0,0,아직,좋아요,머리,아기,사용하기,3.93,3.82,3.43,2.52,2.32
ANAL-211104-0073,1,0,아직 사용전이지만  소리가 되게 크거나 그런건 아니네요,흡입되고 방수되고 너무 좋아요,간편합니다,똥손이지만 아들 머리이발시켜보려고 구매했어요 소음적고 미리mm별로 구분도 되고 좋아요,조아요,,,,,
ANAL-211104-0073,1,1,투블럭해주려고샀는데너무좋아요흡입은 조금 약한듯한,우리아이전용이발기만족해요7개월된 아들을 위해 준비한 이발기이것저것 알아보다가 일반 이발기에 비해서 우리 아이가 사용하기에 장점이 많은 거 같아서 구매했어요첫 번째 머리카락 흡입이 된다이 기능이 굳이 필요할까 싶었는데요실제로 사용해보니 바닥에 머리카락도 안떨어지고머리카락 자르기도 훨씬 수월한 거 같아요두 번째 알찬 구성가운부터 빗까지 우리아이 이발을 위해 필요한 게 알차게 들어있어요우리집 거실에서 의자에 준비하면 바로 이발이 가능하더라고요세 번째 생각보다 조용하다이발기라서 아무래도 소음이 걱정됐는데요생각보다 소음이 크지 않아서 우리 아들은 크게 싫어하지 않고별로 힘들지 않게 이발할 수 있어서 좋았습니다디자인도 예쁘고 성능도 좋아서 아주 만족합니다 추천합니다,흡입이잘안됩니다,적은머리손질시아주좋아요흡입통이 작아요그래서 머리가 별로 없는 아기들용 입니다바리깡이라고 하죠이런걸 보긴 봤는데 직접 해보니 쉽지는 않네요 그래도 보조 날이 있어서 깊게 파일일은 없어서 안심하고 잘랐어요가격이 좀 바싼데 반해 흡입성능이나 흡입량은 적어 아쉬운데아기가 어리고 머리숯이 없으면 쓸만 해요,디자인 좋고 구성품좋어요 흡입력은 많이 똘어집니다 대산 없는것보다 머리날림은 적은편이간해요,,,,,
ANAL-211104-0253,1,1,펫트리움제가반자동급수기사용중인데여기가젤저렴,박스훼손 상품이지 상품에 문제 있는건 아니지않나요 급하게 필요해서 그냥 사용하지만 파손된 상품을 판매하는건 좀 아닌거 같네요,심플한디자인이마음에들어요디자인이 너무 심플해서 마음에들어요 그리고 물을 채워놓으면 알아서나와서 더 편리한것같아요 우리집 냥이도 처음에는 조금 경계하는거 같더니 어느 순간부터 자꾸 급수대근처로 가서 물을 더 잘먹는 기분이에요 ,,,,,,,
ANAL-211104-0001,0,0,좋아요,믿고,좋네요,세탁망,배송,13.72,6.25,4.16,3.85,3.66
ANAL-211104-0001,1,0,비슷한 세탁망이긴한데 모양이잡혀있어서 속옷세탁용으로 좋은듯,써봐서 비교를 못하겠네요사용하기 괜찮습니다용도가 써있는데 그냥 공용으로 사용합니다,용도별로 싸게 파니까 다이소보다 훨씬 나은거 같아요,빨래망 처음,배송도 빠르고  그물망이 얇디않고 도톰해요,,,,,
ANAL-211104-0001,0,1,속옷,세탁,좋아요,지퍼가,넣고,12.67,11.05,9.23,6.38,5.23
ANAL-211104-0001,1,1,생각보다 조금 작긴하지만 한두벌 정도는 가능할듯요 빠른배송은 정말 쵝오,생각보다 망이 두꺼워서 좋아요재질도 꺼칠하지 않구요삼각형의 모양이 잡혀있어서 속옷을 반으로접고 넣어도 공간이 남구요,했는데이렇게 금방 터질 줄은 몰랐어요타제품에 비해 조금 비싸게 받으실때에는 뭔가 좀 달라야 하지 않나요,속옷빨래하는데좋아요속옷을 손빨래 해야하는건 아는데 귀찮아서 세탁망에 넣고 돌려요,상품 잘 받았고 배달해주시는 분도 친절하셨습니다,,,,,
ANAL-211104-0307,0,0,배송,좋았,,,,1.0,0.61,,,
ANAL-211104-0307,1,0,늘쓰던제품이니다,강아지가있어 전선보호관은 필수입니다,,,,,,,,
ANAL-211104-0159,0,0,너무,좋아요,깔끔,분리수거,있어서,14.26,13.42,8.6,6.05,4.77
ANAL-211104-0159,1,0,크기도 적당하고 이뻐서 볼 때 마다 만족해요,1인가구인데 크기도 적당하고 깔끔하고 이뻐용 이거 구입한 이유가 손잡이가 있어서에요,상품 빠르고 안전하게 잘 받았어요쓰레기통 크기도 너무 적당하고 가볍고 내구성 좋네요,터치하는 부분이 넘 약하고 물건 받자마자 테스트해보니 세개 중 한개는 몇번씩 눌러야 뚜껑이 열리네요,너무 작긴하네요,,,,,
ANAL-211104-0159,0,1,있어서,너무,쓰레기,많이,뚜껑,8.4,7.98,4.93,4.45,3.88
ANAL-211104-0159,1,1,리뷰정독했는데 고장났단분들도 있고 그래서 살살터치했는데 쓰던중  세개중 하나가 안열려서 깜놀 아직은 어찌어찌열리긴하는데 고장날까봐 노심초사  혹시 고장나면 뚜껑만 따로 살수있음,스티커가 있어서 통 구분을 하기 쉬움 쿠팡체험단 이벤트로 상품을 무료로 제공 받아 작성한 구매 후기입니다,깔끔하기는 하지만 생각보다 너무 슬림하고 작아요,사이즈 딱 맞춰서 산 거라 좀 작은 느낌이지만 좋아요,쿠팡체험단 이벤트로 상품을 무료로 제공 받아 작성한 구매 후기입니다,,,,,
